# id,ts,x,y,gx,gy
3.000000,0.600000,6.807672,-6.918525,0.263249,-3.837640
4.000000,0.600000,7.490765,-6.462346,0.662286,-3.181424
5.000000,0.600000,7.749819,-5.662328,1.255366,-2.224237
-1.000000,0.600000,1.611468,-5.733850,7.820331,-3.920652
3.000000,0.616667,6.807657,-6.918537,0.263249,-3.837640
4.000000,0.616667,7.490931,-6.462379,0.662286,-3.181424
5.000000,0.616667,7.749708,-5.662266,1.255366,-2.224237
-1.000000,0.616667,1.611467,-5.733853,7.820331,-3.920652
3.000000,0.633333,6.807642,-6.918549,0.263249,-3.837640
4.000000,0.633333,7.491100,-6.462414,0.662286,-3.181424
5.000000,0.633333,7.749593,-5.662202,1.255366,-2.224237
-1.000000,0.633333,1.611466,-5.733857,7.820331,-3.920652
3.000000,0.650000,6.807627,-6.918562,0.263249,-3.837640
4.000000,0.650000,7.491274,-6.462450,0.662286,-3.181424
5.000000,0.650000,7.749473,-5.662137,1.255366,-2.224237
-1.000000,0.650000,1.611465,-5.733861,7.820331,-3.920652
3.000000,0.666667,6.807612,-6.918575,0.263249,-3.837640
4.000000,0.666667,7.491450,-6.462488,0.662286,-3.181424
5.000000,0.666667,7.749348,-5.662071,1.255366,-2.224237
-1.000000,0.666667,1.611464,-5.733866,7.820331,-3.920652
3.000000,0.683333,6.807597,-6.918589,0.263249,-3.837640
4.000000,0.683333,7.491631,-6.462527,0.662286,-3.181424
5.000000,0.683333,7.749219,-5.662003,1.255366,-2.224237
-1.000000,0.683333,1.611463,-5.733870,7.820331,-3.920652
3.000000,0.700000,6.807582,-6.918603,0.263249,-3.837640
4.000000,0.700000,7.491815,-6.462567,0.662286,-3.181424
5.000000,0.700000,7.749085,-5.661934,1.255366,-2.224237
-1.000000,0.700000,1.611463,-5.733874,7.820331,-3.920652
3.000000,0.716667,6.807567,-6.918618,0.263249,-3.837640
4.000000,0.716667,7.492002,-6.462609,0.662286,-3.181424
5.000000,0.716667,7.748946,-5.661865,1.255366,-2.224237
-1.000000,0.716667,1.611462,-5.733878,7.820331,-3.920652
3.000000,0.733333,6.807552,-6.918633,0.263249,-3.837640
4.000000,0.733333,7.492193,-6.462652,0.662286,-3.181424
5.000000,0.733333,7.748803,-5.661794,1.255366,-2.224237
-1.000000,0.733333,1.611462,-5.733882,7.820331,-3.920652
3.000000,0.750000,6.807537,-6.918648,0.263249,-3.837640
4.000000,0.750000,7.492388,-6.462696,0.662286,-3.181424
5.000000,0.750000,7.748655,-5.661722,1.255366,-2.224237
-1.000000,0.750000,1.611461,-5.733885,7.820331,-3.920652
3.000000,0.766667,6.807522,-6.918663,0.263249,-3.837640
4.000000,0.766667,7.492586,-6.462741,0.662286,-3.181424
5.000000,0.766667,7.748503,-5.661650,1.255366,-2.224237
-1.000000,0.766667,1.611461,-5.733889,7.820331,-3.920652
3.000000,0.783333,6.807508,-6.918678,0.263249,-3.837640
4.000000,0.783333,7.492788,-6.462788,0.662286,-3.181424
5.000000,0.783333,7.748346,-5.661576,1.255366,-2.224237
-1.000000,0.783333,1.611460,-5.733893,7.820331,-3.920652
3.000000,0.800000,6.807494,-6.918694,0.263249,-3.837640
4.000000,0.800000,7.492993,-6.462835,0.662286,-3.181424
5.000000,0.800000,7.748184,-5.661503,1.255366,-2.224237
-1.000000,0.800000,1.611460,-5.733897,7.820331,-3.920652
3.000000,0.816667,6.807480,-6.918709,0.263249,-3.837640
4.000000,0.816667,7.493202,-6.462883,0.662286,-3.181424
5.000000,0.816667,7.748017,-5.661429,1.255366,-2.224237
-1.000000,0.816667,1.611459,-5.733900,7.820331,-3.920652
3.000000,0.833333,6.807467,-6.918724,0.263249,-3.837640
4.000000,0.833333,7.493414,-6.462932,0.662286,-3.181424
5.000000,0.833333,7.747845,-5.661356,1.255366,-2.224237
-1.000000,0.833333,1.611459,-5.733904,7.820331,-3.920652
3.000000,0.850000,6.807453,-6.918740,0.263249,-3.837640
4.000000,0.850000,7.493629,-6.462982,0.662286,-3.181424
5.000000,0.850000,7.747667,-5.661283,1.255366,-2.224237
-1.000000,0.850000,1.611458,-5.733908,7.820331,-3.920652
3.000000,0.866667,6.807441,-6.918755,0.263249,-3.837640
4.000000,0.866667,7.493848,-6.463032,0.662286,-3.181424
5.000000,0.866667,7.747485,-5.661211,1.255366,-2.224237
-1.000000,0.866667,1.611457,-5.733912,7.820331,-3.920652
3.000000,0.883333,6.807429,-6.918770,0.263249,-3.837640
4.000000,0.883333,7.494070,-6.463083,0.662286,-3.181424
5.000000,0.883333,7.747297,-5.661139,1.255366,-2.224237
-1.000000,0.883333,1.611456,-5.733916,7.820331,-3.920652
3.000000,0.900000,6.807417,-6.918785,0.263249,-3.837640
4.000000,0.900000,7.494295,-6.463135,0.662286,-3.181424
5.000000,0.900000,7.747103,-5.661067,1.255366,-2.224237
-1.000000,0.900000,1.611456,-5.733920,7.820331,-3.920652
3.000000,0.916667,6.807406,-6.918801,0.263249,-3.837640
4.000000,0.916667,7.494524,-6.463187,0.662286,-3.181424
5.000000,0.916667,7.746904,-5.660996,1.255366,-2.224237
-1.000000,0.916667,1.611455,-5.733925,7.820331,-3.920652
