# id,ts,x,y,gx,gy
3.000000,0.283333,6.770261,-6.913884,0.132949,-3.644311
4.000000,0.283333,7.491603,-6.491933,0.775712,-3.090308
5.000000,0.283333,7.708671,-5.608237,1.393586,-2.116535
3.000000,0.300000,6.770265,-6.913905,0.132949,-3.644311
4.000000,0.300000,7.491623,-6.491934,0.775712,-3.090308
5.000000,0.300000,7.708826,-5.608324,1.393586,-2.116535
3.000000,0.316667,6.770270,-6.913929,0.132949,-3.644311
4.000000,0.316667,7.491645,-6.491934,0.775712,-3.090308
5.000000,0.316667,7.708996,-5.608426,1.393586,-2.116535
3.000000,0.333333,6.770275,-6.913954,0.132949,-3.644311
4.000000,0.333333,7.491669,-6.491935,0.775712,-3.090308
5.000000,0.333333,7.709183,-5.608542,1.393586,-2.116535
3.000000,0.350000,6.770280,-6.913982,0.132949,-3.644311
4.000000,0.350000,7.491697,-6.491936,0.775712,-3.090308
5.000000,0.350000,7.709385,-5.608673,1.393586,-2.116535
3.000000,0.366667,6.770286,-6.914012,0.132949,-3.644311
4.000000,0.366667,7.491728,-6.491938,0.775712,-3.090308
5.000000,0.366667,7.709603,-5.608820,1.393586,-2.116535
3.000000,0.383333,6.770293,-6.914044,0.132949,-3.644311
4.000000,0.383333,7.491763,-6.491941,0.775712,-3.090308
5.000000,0.383333,7.709836,-5.608983,1.393586,-2.116535
3.000000,0.400000,6.770300,-6.914078,0.132949,-3.644311
4.000000,0.400000,7.491801,-6.491944,0.775712,-3.090308
5.000000,0.400000,7.710084,-5.609163,1.393586,-2.116535
3.000000,0.416667,6.770309,-6.914114,0.132949,-3.644311
4.000000,0.416667,7.491843,-6.491948,0.775712,-3.090308
5.000000,0.416667,7.710347,-5.609360,1.393586,-2.116535
3.000000,0.433333,6.770318,-6.914153,0.132949,-3.644311
4.000000,0.433333,7.491889,-6.491954,0.775712,-3.090308
5.000000,0.433333,7.710623,-5.609574,1.393586,-2.116535
3.000000,0.450000,6.770328,-6.914194,0.132949,-3.644311
4.000000,0.450000,7.491938,-6.491960,0.775712,-3.090308
5.000000,0.450000,7.710914,-5.609805,1.393586,-2.116535
3.000000,0.466667,6.770340,-6.914237,0.132949,-3.644311
4.000000,0.466667,7.491992,-6.491967,0.775712,-3.090308
5.000000,0.466667,7.711217,-5.610054,1.393586,-2.116535
3.000000,0.483333,6.770352,-6.914282,0.132949,-3.644311
4.000000,0.483333,7.492050,-6.491975,0.775712,-3.090308
5.000000,0.483333,7.711532,-5.610321,1.393586,-2.116535
3.000000,0.500000,6.770366,-6.914329,0.132949,-3.644311
4.000000,0.500000,7.492111,-6.491984,0.775712,-3.090308
5.000000,0.500000,7.711860,-5.610605,1.393586,-2.116535
3.000000,0.516667,6.770380,-6.914377,0.132949,-3.644311
4.000000,0.516667,7.492177,-6.491993,0.775712,-3.090308
5.000000,0.516667,7.712198,-5.610906,1.393586,-2.116535
3.000000,0.533333,6.770397,-6.914428,0.132949,-3.644311
4.000000,0.533333,7.492247,-6.492004,0.775712,-3.090308
5.000000,0.533333,7.712547,-5.611223,1.393586,-2.116535
3.000000,0.550000,6.770414,-6.914481,0.132949,-3.644311
4.000000,0.550000,7.492322,-6.492016,0.775712,-3.090308
5.000000,0.550000,7.712906,-5.611557,1.393586,-2.116535
3.000000,0.566667,6.770433,-6.914535,0.132949,-3.644311
4.000000,0.566667,7.492400,-6.492029,0.775712,-3.090308
5.000000,0.566667,7.713275,-5.611907,1.393586,-2.116535
3.000000,0.583333,6.770453,-6.914590,0.132949,-3.644311
4.000000,0.583333,7.492483,-6.492042,0.775712,-3.090308
5.000000,0.583333,7.713654,-5.612273,1.393586,-2.116535
3.000000,0.600000,6.770474,-6.914647,0.132949,-3.644311
4.000000,0.600000,7.492570,-6.492057,0.775712,-3.090308
5.000000,0.600000,7.714041,-5.612652,1.393586,-2.116535
3.000000,0.616667,6.770497,-6.914706,0.132949,-3.644311
4.000000,0.616667,7.492662,-6.492073,0.775712,-3.090308
5.000000,0.616667,7.714436,-5.613047,1.393586,-2.116535
3.000000,0.633333,6.770522,-6.914766,0.132949,-3.644311
4.000000,0.633333,7.492759,-6.492090,0.775712,-3.090308
5.000000,0.633333,7.714840,-5.613454,1.393586,-2.116535
3.000000,0.650000,6.770548,-6.914828,0.132949,-3.644311
4.000000,0.650000,7.492861,-6.492110,0.775712,-3.090308
5.000000,0.650000,7.715251,-5.613875,1.393586,-2.116535
3.000000,0.666667,6.770575,-6.914891,0.132949,-3.644311
4.000000,0.666667,7.492969,-6.492131,0.775712,-3.090308
5.000000,0.666667,7.715669,-5.614308,1.393586,-2.116535
3.000000,0.683333,6.770604,-6.914955,0.132949,-3.644311
4.000000,0.683333,7.493083,-6.492154,0.775712,-3.090308
5.000000,0.683333,7.716095,-5.614752,1.393586,-2.116535
3.000000,0.700000,6.770634,-6.915021,0.132949,-3.644311
4.000000,0.700000,7.493203,-6.492180,0.775712,-3.090308
5.000000,0.700000,7.716528,-5.615208,1.393586,-2.116535
3.000000,0.716667,6.770666,-6.915088,0.132949,-3.644311
4.000000,0.716667,7.493331,-6.492209,0.775712,-3.090308
5.000000,0.716667,7.716967,-5.615674,1.393586,-2.116535
3.000000,0.733333,6.770699,-6.915156,0.132949,-3.644311
4.000000,0.733333,7.493465,-6.492240,0.775712,-3.090308
5.000000,0.733333,7.717411,-5.616151,1.393586,-2.116535
