# id,ts,x,y,gx,gy
3.000000,0.416667,2.722367,-2.967552,1.196198,5.381108
4.000000,0.416667,0.460784,4.907321,1.689905,-3.219575
3.000000,0.433333,2.722231,-2.967658,1.196198,5.381108
4.000000,0.433333,0.460786,4.907292,1.689905,-3.219575
3.000000,0.450000,2.722088,-2.967769,1.196198,5.381108
4.000000,0.450000,0.460789,4.907261,1.689905,-3.219575
3.000000,0.466667,2.721937,-2.967886,1.196198,5.381108
4.000000,0.466667,0.460791,4.907229,1.689905,-3.219575
3.000000,0.483333,2.721778,-2.968008,1.196198,5.381108
4.000000,0.483333,0.460793,4.907196,1.689905,-3.219575
3.000000,0.500000,2.721612,-2.968135,1.196198,5.381108
4.000000,0.500000,0.460796,4.907162,1.689905,-3.219575
3.000000,0.516667,2.721440,-2.968266,1.196198,5.381108
4.000000,0.516667,0.460798,4.907126,1.689905,-3.219575
3.000000,0.533333,2.721260,-2.968401,1.196198,5.381108
4.000000,0.533333,0.460801,4.907089,1.689905,-3.219575
3.000000,0.550000,2.721074,-2.968540,1.196198,5.381108
4.000000,0.550000,0.460803,4.907050,1.689905,-3.219575
3.000000,0.566667,2.720881,-2.968682,1.196198,5.381108
4.000000,0.566667,0.460806,4.907010,1.689905,-3.219575
3.000000,0.583333,2.720683,-2.968827,1.196198,5.381108
4.000000,0.583333,0.460809,4.906969,1.689905,-3.219575
3.000000,0.600000,2.720479,-2.968974,1.196198,5.381108
4.000000,0.600000,0.460812,4.906926,1.689905,-3.219575
3.000000,0.616667,2.720269,-2.969122,1.196198,5.381108
4.000000,0.616667,0.460815,4.906883,1.689905,-3.219575
3.000000,0.633333,2.720054,-2.969271,1.196198,5.381108
4.000000,0.633333,0.460818,4.906838,1.689905,-3.219575
3.000000,0.650000,2.719835,-2.969421,1.196198,5.381108
4.000000,0.650000,0.460822,4.906792,1.689905,-3.219575
3.000000,0.666667,2.719612,-2.969571,1.196198,5.381108
4.000000,0.666667,0.460827,4.906746,1.689905,-3.219575
3.000000,0.683333,2.719384,-2.969721,1.196198,5.381108
4.000000,0.683333,0.460831,4.906698,1.689905,-3.219575
3.000000,0.700000,2.719152,-2.969870,1.196198,5.381108
4.000000,0.700000,0.460837,4.906650,1.689905,-3.219575
3.000000,0.716667,2.718918,-2.970018,1.196198,5.381108
4.000000,0.716667,0.460842,4.906601,1.689905,-3.219575
3.000000,0.733333,2.718680,-2.970165,1.196198,5.381108
4.000000,0.733333,0.460848,4.906552,1.689905,-3.219575
3.000000,0.750000,2.718441,-2.970310,1.196198,5.381108
4.000000,0.750000,0.460855,4.906502,1.689905,-3.219575
3.000000,0.766667,2.718199,-2.970452,1.196198,5.381108
4.000000,0.766667,0.460862,4.906452,1.689905,-3.219575
3.000000,0.783333,2.717956,-2.970592,1.196198,5.381108
4.000000,0.783333,0.460869,4.906402,1.689905,-3.219575
3.000000,0.800000,2.717712,-2.970729,1.196198,5.381108
4.000000,0.800000,0.460877,4.906351,1.689905,-3.219575
3.000000,0.816667,2.717466,-2.970864,1.196198,5.381108
4.000000,0.816667,0.460886,4.906301,1.689905,-3.219575
3.000000,0.833333,2.717220,-2.970995,1.196198,5.381108
