3.000000,0.466667,4.955272,1.105153,-3.617687,0.846055
4.000000,0.466667,4.938688,-0.487342,-3.738353,-0.830221
5.000000,0.466667,5.296701,0.306330,-3.704929,0.063954
-1.000000,0.466667,-0.059052,-2.232166,-0.476333,3.210317
3.000000,0.483333,4.955320,1.105170,-3.617687,0.846055
4.000000,0.483333,4.938846,-0.487279,-3.738353,-0.830221
5.000000,0.483333,5.296641,0.306308,-3.704929,0.063954
-1.000000,0.483333,-0.059050,-2.232168,-0.476333,3.210317
3.000000,0.500000,4.955373,1.105187,-3.617687,0.846055
4.000000,0.500000,4.939010,-0.487212,-3.738353,-0.830221
5.000000,0.500000,5.296583,0.306285,-3.704929,0.063954
-1.000000,0.500000,-0.059047,-2.232170,-0.476333,3.210317
3.000000,0.516667,4.955430,1.105204,-3.617687,0.846055
4.000000,0.516667,4.939180,-0.487140,-3.738353,-0.830221
5.000000,0.516667,5.296525,0.306261,-3.704929,0.063954
-1.000000,0.516667,-0.059044,-2.232173,-0.476333,3.210317
3.000000,0.533333,4.955491,1.105222,-3.617687,0.846055
4.000000,0.533333,4.939354,-0.487062,-3.738353,-0.830221
5.000000,0.533333,5.296469,0.306235,-3.704929,0.063954
-1.000000,0.533333,-0.059041,-2.232175,-0.476333,3.210317
3.000000,0.550000,4.955557,1.105239,-3.617687,0.846055
4.000000,0.550000,4.939533,-0.486979,-3.738353,-0.830221
5.000000,0.550000,5.296414,0.306208,-3.704929,0.063954
-1.000000,0.550000,-0.059038,-2.232177,-0.476333,3.210317
3.000000,0.566667,4.955628,1.105257,-3.617687,0.846055
4.000000,0.566667,4.939717,-0.486890,-3.738353,-0.830221
5.000000,0.566667,5.296361,0.306179,-3.704929,0.063954
-1.000000,0.566667,-0.059036,-2.232180,-0.476333,3.210317
3.000000,0.583333,4.955705,1.105274,-3.617687,0.846055
4.000000,0.583333,4.939904,-0.486797,-3.738353,-0.830221
5.000000,0.583333,5.296309,0.306147,-3.704929,0.063954
-1.000000,0.583333,-0.059033,-2.232182,-0.476333,3.210317
3.000000,0.600000,4.955787,1.105292,-3.617687,0.846055
4.000000,0.600000,4.940096,-0.486698,-3.738353,-0.830221
5.000000,0.600000,5.296260,0.306114,-3.704929,0.063954
-1.000000,0.600000,-0.059030,-2.232184,-0.476333,3.210317
3.000000,0.616667,4.955874,1.105309,-3.617687,0.846055
4.000000,0.616667,4.940291,-0.486593,-3.738353,-0.830221
5.000000,0.616667,5.296212,0.306078,-3.704929,0.063954
-1.000000,0.616667,-0.059027,-2.232186,-0.476333,3.210317
3.000000,0.633333,4.955968,1.105326,-3.617687,0.846055
4.000000,0.633333,4.940489,-0.486484,-3.738353,-0.830221
5.000000,0.633333,5.296167,0.306040,-3.704929,0.063954
-1.000000,0.633333,-0.059025,-2.232189,-0.476333,3.210317
3.000000,0.650000,4.956069,1.105342,-3.617687,0.846055
4.000000,0.650000,4.940692,-0.486370,-3.738353,-0.830221
5.000000,0.650000,5.296125,0.306000,-3.704929,0.063954
-1.000000,0.650000,-0.059022,-2.232191,-0.476333,3.210317
3.000000,0.666667,4.956178,1.105357,-3.617687,0.846055
4.000000,0.666667,4.940897,-0.486250,-3.738353,-0.830221
5.000000,0.666667,5.296085,0.305958,-3.704929,0.063954
-1.000000,0.666667,-0.059020,-2.232193,-0.476333,3.210317
3.000000,0.683333,4.956295,1.105370,-3.617687,0.846055
4.000000,0.683333,4.941107,-0.486126,-3.738353,-0.830221
5.000000,0.683333,5.296048,0.305913,-3.704929,0.063954
-1.000000,0.683333,-0.059018,-2.232195,-0.476333,3.210317
3.000000,0.700000,4.956419,1.105382,-3.617687,0.846055
4.000000,0.700000,4.941319,-0.485997,-3.738353,-0.830221
5.000000,0.700000,5.296014,0.305866,-3.704929,0.063954
-1.000000,0.700000,-0.059016,-2.232197,-0.476333,3.210317
3.000000,0.716667,4.956551,1.105393,-3.617687,0.846055
4.000000,0.716667,4.941535,-0.485864,-3.738353,-0.830221
5.000000,0.716667,5.295984,0.305817,-3.704929,0.063954
-1.000000,0.716667,-0.059014,-2.232199,-0.476333,3.210317
3.000000,0.733333,4.956688,1.105402,-3.617687,0.846055
4.000000,0.733333,4.941754,-0.485725,-3.738353,-0.830221
5.000000,0.733333,5.295957,0.305766,-3.704929,0.063954
-1.000000,0.733333,-0.059013,-2.232201,-0.476333,3.210317
3.000000,0.750000,4.956829,1.105411,-3.617687,0.846055
4.000000,0.750000,4.941977,-0.485582,-3.738353,-0.830221
5.000000,0.750000,5.295933,0.305713,-3.704929,0.063954
-1.000000,0.750000,-0.059011,-2.232203,-0.476333,3.210317
