# id,ts,x,y,gx,gy
3.000000,0.233333,6.729299,-6.944447,0.176373,-3.816590
4.000000,0.233333,7.564184,-6.548596,0.630481,-3.163172
5.000000,0.233333,7.434645,-5.601208,1.515251,-2.137269
-1.000000,0.233333,1.619934,-5.773055,7.757411,-4.044358
3.000000,0.250000,6.729287,-6.944438,0.176373,-3.816590
4.000000,0.250000,7.564155,-6.548599,0.630481,-3.163172
5.000000,0.250000,7.434537,-5.601335,1.515251,-2.137269
-1.000000,0.250000,1.619934,-5.773052,7.757411,-4.044358
3.000000,0.266667,6.729274,-6.944429,0.176373,-3.816590
4.000000,0.266667,7.564122,-6.548604,0.630481,-3.163172
5.000000,0.266667,7.434416,-5.601476,1.515251,-2.137269
-1.000000,0.266667,1.619933,-5.773050,7.757411,-4.044358
3.000000,0.283333,6.729260,-6.944418,0.176373,-3.816590
4.000000,0.283333,7.564086,-6.548608,0.630481,-3.163172
5.000000,0.283333,7.434284,-5.601631,1.515251,-2.137269
-1.000000,0.283333,1.619932,-5.773046,7.757411,-4.044358
3.000000,0.300000,6.729244,-6.944407,0.176373,-3.816590
4.000000,0.300000,7.564045,-6.548613,0.630481,-3.163172
5.000000,0.300000,7.434139,-5.601800,1.515251,-2.137269
-1.000000,0.300000,1.619932,-5.773043,7.757411,-4.044358
3.000000,0.316667,6.729228,-6.944395,0.176373,-3.816590
4.000000,0.316667,7.564001,-6.548618,0.630481,-3.163172
5.000000,0.316667,7.433983,-5.601983,1.515251,-2.137269
-1.000000,0.316667,1.619931,-5.773039,7.757411,-4.044358
3.000000,0.333333,6.729210,-6.944382,0.176373,-3.816590
4.000000,0.333333,7.563953,-6.548623,0.630481,-3.163172
5.000000,0.333333,7.433814,-5.602180,1.515251,-2.137269
-1.000000,0.333333,1.619929,-5.773035,7.757411,-4.044358
3.000000,0.350000,6.729190,-6.944368,0.176373,-3.816590
4.000000,0.350000,7.563900,-6.548628,0.630481,-3.163172
5.000000,0.350000,7.433635,-5.602389,1.515251,-2.137269
-1.000000,0.350000,1.619928,-5.773030,7.757411,-4.044358
3.000000,0.366667,6.729170,-6.944353,0.176373,-3.816590
4.000000,0.366667,7.563843,-6.548635,0.630481,-3.163172
5.000000,0.366667,7.433443,-5.602611,1.515251,-2.137269
-1.000000,0.366667,1.619927,-5.773026,7.757411,-4.044358
3.000000,0.383333,6.729148,-6.944338,0.176373,-3.816590
4.000000,0.383333,7.563783,-6.548641,0.630481,-3.163172
5.000000,0.383333,7.433240,-5.602844,1.515251,-2.137269
-1.000000,0.383333,1.619926,-5.773021,7.757411,-4.044358
3.000000,0.400000,6.729126,-6.944321,0.176373,-3.816590
4.000000,0.400000,7.563718,-6.548649,0.630481,-3.163172
5.000000,0.400000,7.433026,-5.603087,1.515251,-2.137269
-1.000000,0.400000,1.619925,-5.773017,7.757411,-4.044358
3.000000,0.416667,6.729103,-6.944304,0.176373,-3.816590
4.000000,0.416667,7.563649,-6.548657,0.630481,-3.163172
5.000000,0.416667,7.432801,-5.603341,1.515251,-2.137269
-1.000000,0.416667,1.619923,-5.773012,7.757411,-4.044358
3.000000,0.433333,6.729078,-6.944285,0.176373,-3.816590
4.000000,0.433333,7.563576,-6.548665,0.630481,-3.163172
5.000000,0.433333,7.432567,-5.603605,1.515251,-2.137269
-1.000000,0.433333,1.619922,-5.773008,7.757411,-4.044358
3.000000,0.450000,6.729053,-6.944265,0.176373,-3.816590
4.000000,0.450000,7.563499,-6.548674,0.630481,-3.163172
5.000000,0.450000,7.432324,-5.603877,1.515251,-2.137269
-1.000000,0.450000,1.619921,-5.773005,7.757411,-4.044358
3.000000,0.466667,6.729026,-6.944244,0.176373,-3.816590
4.000000,0.466667,7.563418,-6.548684,0.630481,-3.163172
5.000000,0.466667,7.432072,-5.604157,1.515251,-2.137269
-1.000000,0.466667,1.619920,-5.773001,7.757411,-4.044358
3.000000,0.483333,6.728999,-6.944222,0.176373,-3.816590
4.000000,0.483333,7.563333,-6.548695,0.630481,-3.163172
5.000000,0.483333,7.431812,-5.604444,1.515251,-2.137269
-1.000000,0.483333,1.619919,-5.772997,7.757411,-4.044358
3.000000,0.500000,6.728970,-6.944198,0.176373,-3.816590
4.000000,0.500000,7.563244,-6.548706,0.630481,-3.163172
5.000000,0.500000,7.431546,-5.604737,1.515251,-2.137269
-1.000000,0.500000,1.619918,-5.772993,7.757411,-4.044358
3.000000,0.516667,6.728940,-6.944173,0.176373,-3.816590
4.000000,0.516667,7.563151,-6.548718,0.630481,-3.163172
5.000000,0.516667,7.431273,-5.605035,1.515251,-2.137269
-1.000000,0.516667,1.619917,-5.772989,7.757411,-4.044358
3.000000,0.533333,6.728908,-6.944146,0.176373,-3.816590
4.000000,0.533333,7.563055,-6.548730,0.630481,-3.163172
5.000000,0.533333,7.430996,-5.605337,1.515251,-2.137269
-1.000000,0.533333,1.619916,-5.772985,7.757411,-4.044358
3.000000,0.550000,6.728876,-6.944118,0.176373,-3.816590
4.000000,0.550000,7.562955,-6.548743,0.630481,-3.163172
5.000000,0.550000,7.430714,-5.605642,1.515251,-2.137269
-1.000000,0.550000,1.619915,-5.772980,7.757411,-4.044358
3.000000,0.566667,6.728842,-6.944088,0.176373,-3.816590
4.000000,0.566667,7.562852,-6.548757,0.630481,-3.163172
5.000000,0.566667,7.430428,-5.605949,1.515251,-2.137269
-1.000000,0.566667,1.619914,-5.772975,7.757411,-4.044358
