# id,ts,x,y,gx,gy
6.000000,0.700000,6.905476,0.989992,-2.929314,-0.077795
-1.000000,0.700000,-1.540681,-0.107154,6.359172,0.765408
6.000000,0.716667,6.905609,0.990093,-2.929314,-0.077795
-1.000000,0.716667,-1.540681,-0.107154,6.359172,0.765408
6.000000,0.733333,6.905747,0.990195,-2.929314,-0.077795
-1.000000,0.733333,-1.540680,-0.107154,6.359172,0.765408
6.000000,0.750000,6.905887,0.990299,-2.929314,-0.077795
-1.000000,0.750000,-1.540680,-0.107154,6.359172,0.765408
6.000000,0.766667,6.906031,0.990404,-2.929314,-0.077795
-1.000000,0.766667,-1.540680,-0.107154,6.359172,0.765408
6.000000,0.783333,6.906178,0.990510,-2.929314,-0.077795
-1.000000,0.783333,-1.540680,-0.107154,6.359172,0.765408
6.000000,0.800000,6.906326,0.990617,-2.929314,-0.077795
-1.000000,0.800000,-1.540680,-0.107154,6.359172,0.765408
6.000000,0.816667,6.906476,0.990725,-2.929314,-0.077795
-1.000000,0.816667,-1.540680,-0.107155,6.359172,0.765408
6.000000,0.833333,6.906627,0.990835,-2.929314,-0.077795
-1.000000,0.833333,-1.540680,-0.107155,6.359172,0.765408
6.000000,0.850000,6.906779,0.990945,-2.929314,-0.077795
-1.000000,0.850000,-1.540680,-0.107155,6.359172,0.765408
6.000000,0.866667,6.906932,0.991055,-2.929314,-0.077795
-1.000000,0.866667,-1.540681,-0.107155,6.359172,0.765408
6.000000,0.883333,6.907084,0.991166,-2.929314,-0.077795
-1.000000,0.883333,-1.540681,-0.107155,6.359172,0.765408
6.000000,0.900000,6.907237,0.991277,-2.929314,-0.077795
-1.000000,0.900000,-1.540681,-0.107155,6.359172,0.765408
6.000000,0.916667,6.907390,0.991387,-2.929314,-0.077795
-1.000000,0.916667,-1.540681,-0.107154,6.359172,0.765408
6.000000,0.933333,6.907542,0.991497,-2.929314,-0.077795
-1.000000,0.933333,-1.540681,-0.107154,6.359172,0.765408
6.000000,0.950000,6.907695,0.991605,-2.929314,-0.077795
-1.000000,0.950000,-1.540682,-0.107153,6.359172,0.765408
6.000000,0.966667,6.907847,0.991712,-2.929314,-0.077795
-1.000000,0.966667,-1.540682,-0.107152,6.359172,0.765408
6.000000,0.983333,6.907998,0.991818,-2.929314,-0.077795
-1.000000,0.983333,-1.540682,-0.107152,6.359172,0.765408
6.000000,1.000000,6.908149,0.991921,-2.929314,-0.077795
-1.000000,1.000000,-1.540682,-0.107151,6.359172,0.765408
6.000000,1.016667,6.908299,0.992022,-2.929314,-0.077795
-1.000000,1.016667,-1.540682,-0.107150,6.359172,0.765408
6.000000,1.033333,6.908449,0.992120,-2.929314,-0.077795
-1.000000,1.033333,-1.540682,-0.107150,6.359172,0.765408
6.000000,1.050000,6.908599,0.992216,-2.929314,-0.077795
-1.000000,1.050000,-1.540682,-0.107149,6.359172,0.765408
6.000000,1.066667,6.908748,0.992309,-2.929314,-0.077795
-1.000000,1.066667,-1.540682,-0.107149,6.359172,0.765408
6.000000,1.083333,6.908896,0.992399,-2.929314,-0.077795
-1.000000,1.083333,-1.540682,-0.107148,6.359172,0.765408
6.000000,1.100000,6.909044,0.992485,-2.929314,-0.077795
-1.000000,1.100000,-1.540681,-0.107148,6.359172,0.765408
6.000000,1.116667,6.909190,0.992566,-2.929314,-0.077795
-1.000000,1.116667,-1.540681,-0.107148,6.359172,0.765408
6.000000,1.133333,6.909335,0.992642,-2.929314,-0.077795
-1.000000,1.133333,-1.540681,-0.107149,6.359172,0.765408
6.000000,1.150000,6.909479,0.992712,-2.929314,-0.077795
-1.000000,1.150000,-1.540680,-0.107150,6.359172,0.765408
6.000000,1.166667,6.909621,0.992776,-2.929314,-0.077795
-1.000000,1.166667,-1.540679,-0.107151,6.359172,0.765408
6.000000,1.183333,6.909761,0.992833,-2.929314,-0.077795
-1.000000,1.183333,-1.540678,-0.107152,6.359172,0.765408
6.000000,1.200000,6.909898,0.992883,-2.929314,-0.077795
-1.000000,1.200000,-1.540678,-0.107153,6.359172,0.765408
6.000000,1.216667,6.910034,0.992926,-2.929314,-0.077795
