# id,ts,x,y,gx,gy
4.000000,0.633333,6.286736,0.572095,-3.340288,0.227032
-1.000000,0.633333,-2.350889,0.421205,6.046364,0.201926
4.000000,0.650000,6.286766,0.572262,-3.340288,0.227032
-1.000000,0.650000,-2.350892,0.421211,6.046364,0.201926
4.000000,0.666667,6.286797,0.572436,-3.340288,0.227032
-1.000000,0.666667,-2.350895,0.421217,6.046364,0.201926
4.000000,0.683333,6.286829,0.572617,-3.340288,0.227032
-1.000000,0.683333,-2.350898,0.421222,6.046364,0.201926
4.000000,0.700000,6.286862,0.572804,-3.340288,0.227032
-1.000000,0.700000,-2.350901,0.421228,6.046364,0.201926
4.000000,0.716667,6.286897,0.572998,-3.340288,0.227032
-1.000000,0.716667,-2.350905,0.421234,6.046364,0.201926
4.000000,0.733333,6.286933,0.573199,-3.340288,0.227032
-1.000000,0.733333,-2.350908,0.421240,6.046364,0.201926
4.000000,0.750000,6.286970,0.573407,-3.340288,0.227032
-1.000000,0.750000,-2.350911,0.421246,6.046364,0.201926
4.000000,0.766667,6.287009,0.573622,-3.340288,0.227032
-1.000000,0.766667,-2.350914,0.421252,6.046364,0.201926
4.000000,0.783333,6.287050,0.573843,-3.340288,0.227032
-1.000000,0.783333,-2.350918,0.421259,6.046364,0.201926
4.000000,0.800000,6.287092,0.574070,-3.340288,0.227032
-1.000000,0.800000,-2.350921,0.421265,6.046364,0.201926
4.000000,0.816667,6.287135,0.574303,-3.340288,0.227032
-1.000000,0.816667,-2.350924,0.421271,6.046364,0.201926
4.000000,0.833333,6.287180,0.574542,-3.340288,0.227032
-1.000000,0.833333,-2.350927,0.421277,6.046364,0.201926
4.000000,0.850000,6.287227,0.574787,-3.340288,0.227032
-1.000000,0.850000,-2.350931,0.421284,6.046364,0.201926
4.000000,0.866667,6.287275,0.575037,-3.340288,0.227032
-1.000000,0.866667,-2.350933,0.421290,6.046364,0.201926
4.000000,0.883333,6.287324,0.575293,-3.340288,0.227032
-1.000000,0.883333,-2.350936,0.421295,6.046364,0.201926
4.000000,0.900000,6.287374,0.575553,-3.340288,0.227032
-1.000000,0.900000,-2.350938,0.421301,6.046364,0.201926
4.000000,0.916667,6.287425,0.575820,-3.340288,0.227032
-1.000000,0.916667,-2.350941,0.421306,6.046364,0.201926
4.000000,0.933333,6.287478,0.576093,-3.340288,0.227032
-1.000000,0.933333,-2.350943,0.421311,6.046364,0.201926
4.000000,0.950000,6.287531,0.576370,-3.340288,0.227032
-1.000000,0.950000,-2.350944,0.421316,6.046364,0.201926
4.000000,0.966667,6.287585,0.576652,-3.340288,0.227032
-1.000000,0.966667,-2.350946,0.421320,6.046364,0.201926
4.000000,0.983333,6.287639,0.576937,-3.340288,0.227032
-1.000000,0.983333,-2.350947,0.421324,6.046364,0.201926
4.000000,1.000000,6.287694,0.577227,-3.340288,0.227032
-1.000000,1.000000,-2.350948,0.421327,6.046364,0.201926
4.000000,1.016667,6.287748,0.577520,-3.340288,0.227032
